sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.7547;4.445;7.3914;3.8026;4.4151;7.8878;0.2888;0.1866;-0.251;-0.0329;-0.0013;0.0045;154.0;-28.46;-133.67;-86.29;188.69;-26.76;-25.74;5.0;35.241;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;13 / 19;408007;2018-04-03 08:14:29:672
4.0199;4.3272;9.2698;3.805;4.4018;7.8941;0.0232;0.6475;-0.2207;0.0228;-0.0079;-0.0116;154.0;-28.31;-133.35;-86.14;188.76;-26.67;-25.73;5.0;29.743;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;13 / 19;408507;2018-04-03 08:14:30:172
3.6125;4.1393;7.6038;3.8343;4.4031;7.8792;0.5794;-0.0517;0.082;-0.0087;0.0035;-0.0058;154.0;-28.28;-132.83;-85.88;189.0;-26.68;-25.95;5.0;33.488;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 22;409006;2018-04-03 08:14:30:671
4.5194;4.1974;8.857;3.8416;4.4064;7.8737;0.6564;-0.3243;0.5075;-0.0022;-0.003;-0.0104;154.0;-27.58;-132.8;-85.66;189.07;-26.7;-26.01;5.0;35.269;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 22;409506;2018-04-03 08:14:31:171
4.0941;4.4785;7.864;3.8335;4.433;7.8628;0.6439;0.1462;-0.4827;-0.0075;-0.0024;-0.006;154.0;-28.21;-132.4;-84.82;188.84;-26.87;-25.99;5.0;31.863;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 21;410006;2018-04-03 08:14:31:671
3.5515;4.8907;7.584;3.8243;4.4488;7.8583;0.0572;0.3485;-0.3619;0.0142;-0.0107;-0.0021;154.0;-27.83;-132.13;-85.22;188.83;-26.98;-25.95;5.0;48.731;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 21;410506;2018-04-03 08:14:32:171
4.048;4.6484;8.004;3.8488;4.4676;7.8356;-0.4562;0.1557;-1.1005;-0.0132;-0.005;-0.0025;154.0;-27.84;-132.73;-85.32;188.99;-27.1;-26.16;5.0;39.944;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 22;411006;2018-04-03 08:14:32:671
4.069;4.4546;8.2193;3.8688;4.4689;7.8251;-0.0742;0.145;-0.3299;-0.0162;-0.0082;0.0211;154.0;-27.65;-133.09;-85.58;189.52;-27.11;-26.31;5.0;39.165;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 22;411507;2018-04-03 08:14:33:172
3.8387;4.4061;8.7374;3.8998;4.4885;7.7985;-0.5742;-0.0926;-0.314;0.0125;-0.0124;0.0137;154.0;-28.66;-132.96;-85.47;188.86;-27.24;-26.57;5.0;39.472;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;12 / 19;412006;2018-04-03 08:14:33:671
3.5772;4.3349;8.004;3.9134;4.4774;7.798;0.5731;-0.165;0.9327;0.0041;-0.0111;0.0085;154.0;-29.06;-132.89;-85.22;188.93;-27.17;-26.65;5.0;40.543;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;12 / 19;412507;2018-04-03 08:14:34:172
4.4255;4.4079;9.0706;3.989;4.4855;7.7549;-0.474;-0.1307;0.471;0.0188;-0.0113;0.0031;154.0;-29.84;-132.4;-84.76;189.06;-27.22;-27.22;5.0;39.82;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 22;413006;2018-04-03 08:14:34:671
3.4014;4.4372;7.3998;4.0278;4.4694;7.7442;-0.5328;0.348;-0.208;-0.0148;0.002;0.0045;154.0;-30.51;-132.2;-84.66;188.7;-27.11;-27.48;5.0;40.144;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 22;413507;2018-04-03 08:14:35:172
3.8416;4.518;6.8656;4.1414;4.4151;7.7153;-0.3579;-0.014;0.3815;-0.0154;-0.0213;0.0042;149.0;-31.71;-131.91;-85.02;188.82;-26.76;-28.23;5.0;36.212;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;12 / 17;414006;2018-04-03 08:14:35:671
3.719;4.4923;6.5755;4.1869;4.4029;7.6977;-0.0347;-0.2508;0.1757;0.0179;-0.0223;-0.0064;134.0;-32.66;-131.77;-84.96;188.55;-26.68;-28.54;5.0;32.522;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;12 / 17;414506;2018-04-03 08:14:36:171
4.191;3.7397;8.254;4.274;4.3483;7.6808;-0.2159;0.1103;0.0578;0.0119;-0.0113;0.0099;134.0;-31.87;-133.55;-84.5;189.36;-26.56;-28.95;5.0;37.611;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 20;415006;2018-04-03 08:14:36:671
5.0961;4.2243;9.2213;4.2981;4.3373;7.6736;-0.3493;-0.3661;1.167;-0.0149;-0.0078;0.0087;134.0;-31.51;-132.83;-85.28;189.71;-26.25;-29.25;5.0;41.921;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 20;415506;2018-04-03 08:14:37:171
2.7577;3.8522;7.9555;4.3487;4.3317;7.6482;-0.7709;0.517;-0.5053;0.0244;-0.022;0.0107;134.0;-30.53;-133.25;-84.96;190.35;-26.27;-29.3;5.0;41.79;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 21;416007;2018-04-03 08:14:37:672
2.7954;4.6891;7.0929;4.3193;4.3447;7.6576;-0.8422;-0.3956;-1.4063;0.0042;0.0245;0.0325;134.0;-31.08;-132.18;-84.33;190.21;-26.3;-29.43;5.0;38.205;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 21;416507;2018-04-03 08:14:38:172
3.8183;4.4959;8.5789;4.229;4.4063;7.6727;-1.0059;0.1628;-0.025;0.0131;1.0E-4;0.0211;156.0;-31.21;-132.48;-84.19;189.67;-26.44;-28.88;5.0;35.763;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 20;417006;2018-04-03 08:14:38:671
2.8684;4.7998;7.7073;4.2035;4.4335;7.671;-0.9605;0.1567;0.2112;0.0025;0.0062;0.0217;151.0;-31.58;-132.71;-84.49;189.03;-26.69;-28.87;5.0;36.624;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 20;417507;2018-04-03 08:14:39:172
4.0875;4.771;7.0229;4.1792;4.4494;7.6751;-0.4801;0.7843;-0.1189;0.0282;0.0119;0.0187;151.0;-32.24;-133.62;-84.34;188.68;-26.98;-28.57;5.0;42.815;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;17 / 21;418006;2018-04-03 08:14:39:671
4.4548;4.4181;8.0859;4.1297;4.4812;7.6834;-0.7448;0.3642;-0.1387;0.0385;0.0086;0.0159;151.0;-31.84;-133.63;-83.94;188.4;-27.19;-28.26;5.0;39.483;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;17 / 21;418506;2018-04-03 08:14:40:171
3.7992;4.844;7.2927;4.0574;4.5226;7.6977;-0.1771;0.1269;0.7339;-0.0173;0.026;0.0264;151.0;-32.01;-134.22;-84.2;187.95;-27.46;-27.79;5.0;36.735;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 21;419006;2018-04-03 08:14:40:671
3.3021;5.0013;9.3422;4.0462;4.5477;7.6888;0.0262;0.0501;1.4382;0.0175;-0.0095;0.0226;151.0;-32.12;-134.36;-83.89;187.95;-27.63;-27.76;5.0;37.886;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 21;419506;2018-04-03 08:14:41:171
3.2542;4.3134;7.8443;4.0029;4.5864;7.6884;-0.0152;0.2916;0.066;0.0145;0.0134;0.0187;151.0;-32.09;-134.31;-83.55;187.73;-27.88;-27.5;5.0;37.836;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 18;420007;2018-04-03 08:14:41:672
4.0815;4.5001;7.7515;3.9925;4.5962;7.688;0.9646;0.0541;0.4231;0.0256;4.0E-4;0.0204;151.0;-32.14;-134.27;-83.67;187.68;-27.95;-27.44;5.0;30.767;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 18;420507;2018-04-03 08:14:42:172
3.1531;5.0875;7.3244;3.9465;4.6245;7.6948;-0.4717;-0.0538;-0.784;-0.0022;0.0125;0.0252;151.0;-32.91;-133.98;-82.97;186.37;-28.14;-27.15;5.0;32.786;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 19;421006;2018-04-03 08:14:42:671
3.8721;4.5826;7.3172;3.9323;4.6333;7.6967;-1.2116;0.5138;-1.0394;0.0201;0.0065;0.0236;151.0;-33.27;-134.58;-83.03;186.21;-28.19;-27.06;5.0;35.449;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 19;421507;2018-04-03 08:14:43:172
3.1992;4.5096;6.6861;3.9177;4.6307;7.7057;-0.2563;0.1161;0.8537;-8.0E-4;0.0153;0.0271;156.0;-32.66;-135.73;-83.31;186.01;-28.18;-26.95;5.0;37.819;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;17 / 21;422006;2018-04-03 08:14:43:671
3.9433;4.6693;7.9047;3.908;4.6541;7.6965;0.1665;-0.3703;0.7599;-0.0035;0.0175;0.0199;156.0;-31.1;-135.78;-83.76;187.64;-28.33;-26.92;5.0;34.302;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;17 / 21;422507;2018-04-03 08:14:44:172
3.9906;4.1046;7.7785;3.8748;4.6687;7.7045;-0.2594;0.221;0.396;0.0089;0.021;0.0166;156.0;-30.88;-136.02;-83.3;187.17;-28.4;-26.82;5.0;32.157;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 18;423007;2018-04-03 08:14:44:672
3.4881;4.591;7.5817;3.867;4.6691;7.7082;-0.2635;0.0493;-1.1314;0.0025;0.0077;0.0234;156.0;-31.15;-136.15;-83.34;186.98;-28.43;-26.64;5.0;35.005;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 18;423506;2018-04-03 08:14:45:171
3.2285;5.127;8.3336;3.8693;4.6786;7.7013;-0.0389;-0.3422;0.0091;0.0076;0.0081;0.0154;156.0;-31.03;-136.46;-83.72;187.31;-28.57;-26.58;5.0;40.042;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 19;424007;2018-04-03 08:14:45:672
3.8769;4.4504;7.852;3.8646;4.6669;7.7107;0.1066;0.2952;-0.2442;0.0059;0.0145;0.0075;156.0;-31.23;-137.07;-84.32;187.24;-28.42;-26.62;5.0;35.841;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 19;424506;2018-04-03 08:14:46:171
5.19;4.3888;8.2343;3.8794;4.6361;7.7219;0.4923;-0.6854;0.5866;0.0153;0.0083;0.0156;156.0;-31.62;-137.31;-84.1;186.77;-28.41;-26.77;5.0;38.366;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 19;425006;2018-04-03 08:14:46:671
3.786;4.4702;6.5163;3.8639;4.6302;7.7332;0.2845;0.0435;-0.5655;0.0213;0.0169;0.0108;156.0;-30.84;-137.32;-84.17;187.1;-28.17;-26.55;5.0;30.478;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 19;425506;2018-04-03 08:14:47:171
4.185;4.1543;9.0395;3.8565;4.6046;7.7521;-0.6119;-0.4502;0.6308;0.0235;0.0117;0.0224;156.0;-31.51;-137.16;-83.5;186.06;-28.11;-26.5;5.0;31.424;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 20;426006;2018-04-03 08:14:47:671
3.7812;4.2811;7.4638;3.8458;4.5925;7.7646;0.1365;-0.4194;0.2863;0.0135;0.0078;0.0184;156.0;-31.63;-137.06;-82.73;185.86;-27.92;-26.35;5.0;28.631;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 20;426507;2018-04-03 08:14:48:172
3.722;4.1615;7.4812;3.8279;4.5639;7.7903;0.405;0.006;0.0038;0.0221;0.011;0.0192;156.0;-30.97;-136.43;-81.84;185.97;-27.74;-26.17;5.0;32.391;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 21;427006;2018-04-03 08:14:48:671
4.2472;4.6173;7.873;3.8255;4.5588;7.7944;-0.0915;-0.0664;0.6902;0.017;0.0257;0.0129;151.0;-30.52;-136.29;-82.4;185.93;-27.7;-26.14;5.0;33.341;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 21;427506;2018-04-03 08:14:49:171
3.8141;4.1675;8.4048;3.7874;4.5582;7.8134;0.007;-0.1265;0.4324;0.0132;0.023;0.0261;151.0;-30.66;-137.35;-81.75;185.57;-27.7;-25.86;5.0;31.727;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 21;428006;2018-04-03 08:14:49:671
3.1292;4.1513;8.5789;3.77;4.5549;7.8237;-0.8716;-0.2733;-0.7784;0.0402;0.0144;0.0177;151.0;-30.54;-138.23;-82.12;185.37;-27.68;-25.73;5.0;40.698;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 21;428506;2018-04-03 08:14:50:171
3.9762;4.4893;7.718;3.7488;4.5479;7.8379;-0.0135;-0.1518;2.1539;-0.0172;0.0233;0.0262;156.0;-29.9;-137.42;-82.09;185.89;-27.61;-25.59;5.0;43.809;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 20;429006;2018-04-03 08:14:50:671
3.92;4.6628;7.9663;3.7048;4.5581;7.8529;-0.5676;0.007;-0.0835;8.0E-4;0.018;0.0206;156.0;-29.38;-138.58;-82.06;186.34;-27.63;-25.56;5.0;43.312;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 20;429506;2018-04-03 08:14:51:171
2.0076;3.2522;7.7791;3.6745;4.5387;7.8783;1.2369;-0.8343;1.4323;0.0243;0.0066;0.0102;156.0;-28.94;-138.96;-83.48;186.05;-27.58;-24.99;5.0;39.759;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;13 / 19;430006;2018-04-03 08:14:51:671
4.0462;4.3033;8.0997;3.6642;4.5382;7.8835;0.5642;-0.2883;-0.3172;-0.0069;0.0269;-8.0E-4;156.0;-29.31;-138.57;-81.74;185.68;-27.57;-24.93;5.0;45.935;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;13 / 19;430507;2018-04-03 08:14:52:172
4.2401;4.1567;6.7059;3.6607;4.5047;7.9043;0.3697;-0.1187;-0.3614;-0.0057;-0.0025;0.0047;156.0;-29.63;-138.67;-82.04;185.01;-27.5;-24.88;5.0;37.544;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 20;431006;2018-04-03 08:14:52:671
4.1802;4.0747;7.9358;3.6745;4.4905;7.906;0.6404;-0.2522;-0.3017;0.0202;0.008;-0.0195;156.0;-29.23;-139.09;-82.77;185.94;-27.25;-24.93;5.0;41.445;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 20;431506;2018-04-03 08:14:53:171
4.4417;4.3577;8.5807;3.6772;4.4531;7.9258;0.5692;-0.3022;-1.5697;-0.0376;0.0148;-0.004;156.0;-28.21;-140.45;-83.55;186.61;-27.24;-24.76;5.0;41.571;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 20;432007;2018-04-03 08:14:53:672
4.1665;3.6757;7.9884;3.6922;4.4302;7.9317;0.6762;-0.1213;0.3992;0.0099;0.0112;-0.0096;156.0;-28.74;-138.76;-82.47;185.59;-26.86;-24.96;5.0;36.989;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 20;432506;2018-04-03 08:14:54:171
3.9218;4.6364;7.2682;3.6683;4.4169;7.9501;0.0657;-0.2616;-0.3104;-0.0114;0.0128;-0.0079;151.0;-28.44;-138.52;-81.93;186.11;-26.82;-24.89;5.0;33.282;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 20;433007;2018-04-03 08:14:54:672
4.0971;4.0658;8.3761;3.6468;4.4032;7.9676;0.0401;0.0292;1.2657;4.0E-4;0.0145;-0.0039;156.0;-27.59;-138.71;-81.77;185.79;-26.68;-24.59;5.0;34.66;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 20;433511;2018-04-03 08:14:55:176
4.1216;4.2602;8.3521;3.6328;4.3816;7.9859;0.3742;-0.181;0.1602;0.0062;0.0088;-0.0089;161.0;-28.31;-138.71;-82.79;185.94;-26.54;-24.46;5.0;32.266;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;13 / 17;434006;2018-04-03 08:14:55:671
4.1551;4.3367;8.272;3.6183;4.3823;7.9921;0.3397;-0.0134;1.4126;-0.0018;0.0155;-0.0089;161.0;-27.51;-139.58;-83.47;185.77;-26.54;-24.36;5.0;32.841;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;13 / 17;434506;2018-04-03 08:14:56:171
4.3035;4.0245;8.1793;3.6393;4.3638;7.9927;0.3076;-0.1037;0.4977;-0.0115;-0.0029;-0.003;161.0;-27.75;-138.45;-82.81;186.0;-26.42;-24.48;5.0;34.371;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 21;435006;2018-04-03 08:14:56:671
3.7459;3.8624;6.402;3.6441;4.3551;7.9953;-0.2948;-0.2111;-0.3399;-0.0204;0.0199;-0.0119;161.0;-27.79;-138.71;-82.95;185.95;-26.37;-24.5;5.0;29.591;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 21;435507;2018-04-03 08:14:57:172
3.4038;4.0939;7.5428;3.6736;4.3507;7.9841;1.1316;-0.6986;1.032;0.0359;0.0028;-0.0194;161.0;-25.75;-139.31;-83.65;187.32;-26.34;-24.4;5.0;37.985;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 20;436006;2018-04-03 08:14:57:671
3.8201;4.3601;7.3944;3.6994;4.345;7.9753;0.6488;-0.074;0.3244;0.0235;-0.014;-0.0101;161.0;-27.72;-138.55;-82.91;186.32;-26.3;-24.88;5.0;40.096;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 20;436506;2018-04-03 08:14:58:171
3.9571;4.2847;7.5505;3.7267;4.3556;7.9568;0.3141;-0.3063;0.4391;-0.0221;0.0012;0.013;161.0;-29.49;-139.2;-83.44;185.84;-26.14;-25.01;5.0;38.549;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 19;437007;2018-04-03 08:14:58:672
4.2173;4.1208;7.867;3.743;4.3512;7.9516;0.2742;1.4008;-1.591;-0.0178;0.0243;-0.0195;161.0;-28.9;-139.64;-83.28;186.0;-26.34;-25.21;5.0;50.857;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 19;437507;2018-04-03 08:14:59:172
3.9583;4.4259;7.3214;3.7657;4.3684;7.9314;0.4915;0.1846;0.7504;0.006;-0.0068;-0.0133;161.0;-27.46;-138.86;-83.82;187.61;-26.48;-25.25;5.0;39.395;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 21;438007;2018-04-03 08:14:59:672
3.5168;4.1441;6.7113;3.7859;4.3884;7.9107;0.0238;-0.4253;-0.4;0.0128;-0.0074;-0.0106;161.0;-26.8;-139.43;-84.15;187.96;-26.58;-25.57;5.0;31.895;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 21;438507;2018-04-03 08:15:00:172
3.4767;4.3936;7.5996;3.8088;4.3401;7.9264;-0.001;0.0098;0.0134;0.0058;-0.003;-0.0028;156.0;-25.85;-139.14;-83.37;188.13;-26.38;-25.54;5.0;30.489;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 20;439007;2018-04-03 08:15:00:672
3.8279;4.1112;8.3479;3.7871;4.3234;7.9459;-0.0684;-0.2097;0.5619;-0.0092;-3.0E-4;-4.0E-4;156.0;-26.33;-138.87;-83.35;188.23;-26.27;-25.67;5.0;29.636;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 20;439506;2018-04-03 08:15:01:171
3.9493;4.2602;8.7434;3.7679;4.2817;7.9775;0.1507;-0.1138;-0.9232;0.0088;0.0072;0.0012;156.0;-25.02;-138.87;-83.47;188.5;-26.15;-25.39;5.0;28.431;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 19;440006;2018-04-03 08:15:01:671
3.2464;4.1998;7.6313;3.762;4.3017;7.9696;0.4923;-0.0313;0.9772;0.027;0.006;-0.0113;156.0;-25.47;-138.26;-82.86;188.44;-26.02;-25.27;5.0;29.92;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 19;440506;2018-04-03 08:15:02:171
3.576;4.1256;8.1314;3.7477;4.2873;7.984;-0.1448;-0.192;0.1193;-0.0026;0.0078;-0.0051;156.0;-25.26;-138.84;-83.14;188.25;-26.03;-25.16;5.0;28.447;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;17 / 21;441007;2018-04-03 08:15:02:672
4.587;4.1268;7.9119;3.7444;4.2606;7.9998;2.0567;-0.87;3.5166;0.0087;0.0405;-0.0346;161.0;-27.08;-138.71;-82.9;186.99;-25.75;-25.08;5.0;50.094;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;17 / 21;441506;2018-04-03 08:15:03:171
4.5553;4.46;8.5292;3.8252;4.2957;7.9426;0.2369;0.0929;0.0615;-0.0048;0.0084;-0.0037;161.0;-27.78;-138.93;-82.25;186.58;-25.87;-25.54;5.0;44.233;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 21;442006;2018-04-03 08:15:03:671
3.8255;4.1238;7.8018;3.8084;4.3108;7.9425;0.0746;0.2606;0.2887;0.0065;-7.0E-4;3.0E-4;161.0;-28.69;-139.25;-84.26;186.74;-26.08;-25.62;5.0;28.286;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 21;442507;2018-04-03 08:15:04:172
3.9338;4.6035;8.0034;3.8306;4.3471;7.912;0.6107;-0.0381;-0.1754;0.0061;-0.0086;-0.0087;161.0;-27.65;-139.72;-83.71;187.25;-26.19;-25.6;5.0;30.168;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 20;443007;2018-04-03 08:15:04:672
3.8135;4.5318;7.8963;3.8247;4.3608;7.9073;-0.18;0.2528;0.0525;-0.0166;0.016;-0.0132;161.0;-28.64;-139.38;-84.04;187.0;-26.4;-25.81;5.0;35.623;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 20;443507;2018-04-03 08:15:05:172
4.243;4.4564;7.8939;3.8413;4.3831;7.8869;-0.0452;0.019;-0.2718;0.0191;-0.0104;-0.0045;161.0;-29.79;-140.36;-83.85;186.54;-26.55;-25.97;5.0;26.705;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;17 / 21;444006;2018-04-03 08:15:05:671
3.5168;3.9449;7.943;3.8383;4.3804;7.8898;-0.0402;-0.1322;0.2089;-0.0057;0.0074;-0.0035;161.0;-30.26;-139.83;-83.75;186.51;-26.53;-25.94;5.0;29.011;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;17 / 21;444506;2018-04-03 08:15:06:171
4.2406;4.5252;8.2792;3.8358;4.3628;7.9008;0.1835;-0.4558;0.5618;0.0168;-0.0157;-0.005;161.0;-28.94;-140.17;-84.38;187.02;-26.42;-25.9;5.0;26.94;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 20;445007;2018-04-03 08:15:06:672
3.9451;3.8002;8.4114;3.8401;4.3714;7.894;-0.0468;-0.1555;1.847;0.0188;0.0019;-0.0078;161.0;-28.71;-140.15;-84.68;187.39;-26.47;-25.94;5.0;28.839;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;16 / 20;445507;2018-04-03 08:15:07:172
4.2789;4.375;8.5274;3.8423;4.3565;7.9012;-0.2332;-0.3612;-0.3923;0.0134;-0.0042;-0.0057;161.0;-28.63;-140.51;-85.06;187.33;-26.48;-25.95;5.0;49.098;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 19;446007;2018-04-03 08:15:07:672
3.7824;4.3547;7.5601;3.8596;4.3622;7.8896;0.7538;0.2278;0.6278;-0.0039;-0.0077;-4.0E-4;166.0;-28.18;-140.23;-85.45;187.94;-26.37;-25.93;5.0;37.113;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 19;446506;2018-04-03 08:15:08:171
3.5443;4.2249;9.5258;3.8732;4.3239;7.9039;0.3811;-0.1303;-0.6012;0.0061;0.0023;-0.0089;166.0;-28.41;-140.9;-87.17;188.67;-26.29;-26.13;5.0;35.779;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 18;447007;2018-04-03 08:15:08:672
3.7651;4.0604;7.1402;3.8706;4.3104;7.9126;0.5978;-0.3374;0.665;0.035;-0.0116;-0.0143;161.0;-28.75;-140.56;-85.89;187.68;-26.07;-26.07;5.0;40.639;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;14 / 18;447507;2018-04-03 08:15:09:172
3.8662;4.0568;7.9382;3.8715;4.2822;7.9274;0.3368;-0.2971;0.284;0.0153;-0.01;-0.0102;72.0;-28.54;-140.58;-85.32;187.21;-25.92;-25.95;5.0;31.341;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 20;448007;2018-04-03 08:15:09:672
3.9212;3.9623;8.6124;3.8625;4.2584;7.9447;0.7951;-0.6128;0.769;0.0069;-0.0036;4.0E-4;2.0;-28.12;-141.32;-85.59;188.02;-25.74;-25.93;5.0;28.379;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 20;448507;2018-04-03 08:15:10:172
4.4189;4.049;7.3926;3.8647;4.2308;7.9583;-0.2197;-0.103;-0.7795;-0.0116;0.0054;-5.0E-4;4.0;-28.28;-141.0;-85.99;187.93;-25.59;-25.87;5.0;35.399;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 20;449007;2018-04-03 08:15:10:672
4.3322;4.2309;7.9017;3.8567;4.2411;7.9567;-0.0557;-0.3021;-0.3733;0.015;-0.0068;-0.0042;132.0;-28.08;-140.8;-85.63;187.93;-25.62;-25.86;5.0;35.951;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;15 / 20;449506;2018-04-03 08:15:11:171
4.0253;4.4534;8.4897;3.8727;4.2745;7.931;0.4446;0.2931;0.0839;2.0E-4;-0.0065;0.0024;164.0;-27.72;-140.67;-85.63;188.15;-25.84;-26.03;5.0;30.32;42.49259;-83.337585;616.13;NaN;102.17;14.680644;293.1;5 / 9;450006;2018-04-03 08:15:11:671
